reef_region,reef_species_id,reef_common_name,scientificName,match_key,reef_family_common,reef_family_scientific,reef_is_invertebrate
TWA,0097,Nassau Grouper,Epinephelus striatus,epinephelus striatus,Seabass,Serranidae,
TWA,0084,Neon Goby,Elacatinus oceanops,elacatinus oceanops,Goby,Gobiidae,
TWA,1122,Nicaragua Mosquitofish,Gambusia nicaraguensis,gambusia nicaraguensis,Mosquitofish,Poeciliidae,
TWA,1063,Nicaragua Yellowprow Goby,Elacatinus xanthiprora,elacatinus xanthiprora,Goby,Gobiidae,
TWA,0372,Night Sergeant,Abudefduf taurus,abudefduf taurus,Damselfish,Pomacentridae,
TWA,0426,Nineline Goby,Ginsburgellus novemlineatus,ginsburgellus novemlineatus,Goby,Gobiidae,
TWA,1019,Noronha Blenny,Scartella itajobi,scartella itajobi,Blenny - Labrisomids,Labrisomidae,
TWA,1016,Noronha Cleaner Goby,Elacatinus phthirophagus,elacatinus phthirophagus,Goby,Gobiidae,
TWA,1142,Noronha Clingfish,Acyrtus pauciradiatus,acyrtus pauciradiatus,Clingfish,Gobiesocidae,
TWA,1148,Noronha Dwarf Goby,Lythrypnus sp.D,lythrypnus sp.d,Goby,Gobiidae,
TWA,1149,Noronha Frillfin Goby,Bathygobius brasiliensis,bathygobius brasiliensis,Goby,Gobiidae,
TWA,1140,Noronha Saddled Blenny,Malacoctenus lianae,malacoctenus lianae,Blenny - Labrisomids,Labrisomidae,
TWA,0815,Noronha Wrasse,Thalassoma noronhanum,thalassoma noronhanum,Wrasse,Labridae,
TWA,0008,Northern / Southern Sennet,Sphyraena borealis/picudilla,sphyraena borealis,Barracuda,Sphyraenidae,
TWA,0774,Northern Kingcroaker,Menticirrhus saxatilis,menticirrhus saxatilis,Drum,Sciaenidae,
TWA,0766,Northern Pipefish,Syngnathus fuscus,syngnathus fuscus,Pipefish and Seahorse,Syngnathidae,
TWA,0767,Northern Puffer,Sphoeroides maculatus,sphoeroides maculatus,Puffer,Tetraodontidae,
TWA,0718,Northern Sand Lance,Ammodytes dubius,ammodytes dubius,Sand Lance,Ammodytidae,
TWA,0748,Northern Searobin,Prionotus carolinus,prionotus carolinus,Searobin,Triglidae,
TWA,0569,Northern Stargazer,Astroscopus guttatus,astroscopus guttatus,Stargazer,Uranoscopidae,
TWA,0852,Notchtongue Goby,Bathygobius curacao,bathygobius curacao,Goby,Gobiidae,
TWA,0187,Nurse Shark,Ginglymostoma cirratum,ginglymostoma cirratum,Carpet Shark,Ginglymostomatidae,
TWA,0719,Ocean Pout,Macrozoarces americanus,macrozoarces americanus,Eelpout,Zoarcidae,
TWA,0206,Ocean Surgeonfish,Acanthurus tractus,acanthurus tractus,Surgeonfish,Acanthuridae,
TWA,0209,Ocean Triggerfish,Canthidermis sufflamen,canthidermis sufflamen,Triggerfish,Balistidae,
TWA,0514,Oceanic Manta Ray,Mobula birostris,mobula birostris,Manta,Mobulidae,
TWA,0555,Oceanic Whitetip Shark,Carcharhinus longimanus,carcharhinus longimanus,Requiem Shark,Carcharhinidae,
TWA,0398,Ocellated Flounder,Paralichthys ommatus,paralichthys ommatus,Flounder,Bothidae,
TWA,0409,Ocellated Frogfish,Antennarius ocellatus,antennarius ocellatus,Frogfish,Antennariidae,
TWA,0673,Ocellated Tonguefish,Symphurus ommaspilus,symphurus ommaspilus,Tonguefishes,Cynoglossidae,
TWA,0357,Oddscale Cardinalfish,Apogon evermanni,apogon evermanni,Cardinalfish,Apogonidae,
TWA,0660,Olive Ridley Sea Turtle,Lepidochelys olivacea,lepidochelys olivacea,Sea Turtles,Cheloniidae,
TWA,0994,Onespot Rabbitfish (exotic),Siganus unimaculatus,siganus unimaculatus,Rabbitfish,Siganidae,
TWA,0684,Onestripe Eel,Aprognathodon platyventris,aprognathodon platyventris,Snake Eel,Ophichthidae,
TWA,0828,Opossum Pipefish,Microphis brachyurus,microphis brachyurus,Pipefish and Seahorse,Syngnathidae,
TWA,0068,Orange Filefish,Aluterus schoepfii,aluterus schoepfii,Filefish,Monacanthidae,
TWA,1061,Orange-spotted Clingfish,Acyrtus lanthanum,acyrtus lanthanum,Clingfish,Gobiesocidae,
TWA,0536,Orangeback Bass,Serranus annularis,serranus annularis,Seabass,Serranidae,
TWA,0085,Orangesided Goby,Tigrigobius dilepis,tigrigobius dilepis,Goby,Gobiidae,
TWA,0694,Orangespotted Blenny,Hypleurochilus springeri,hypleurochilus springeri,Blenny - Combtooth,Blenniidae,
TWA,0069,Orangespotted Filefish,Cantherhines pullus,cantherhines pullus,Filefish,Monacanthidae,
TWA,0427,Orangespotted Goby,Nes longus,nes longus,Goby,Gobiidae,
TWA,0631,Orbicular Batfish (Exotic),Platax orbicularis,platax orbicularis,Spadefish,Ephippidae,
TWA,0580,Oyster Toadfish,Opsanus tau,opsanus tau,Toadfish,Batrachoididae,
TWA,0953,Padded Clingfish,Arcos macrophthalmus,arcos macrophthalmus,Clingfish,Gobiesocidae,
TWA,0787,Painted Wrasse,Halichoeres caudalis,halichoeres caudalis,Wrasse,Labridae,
TWA,0358,Pale Cardinalfish,Apogon planifrons,apogon planifrons,Cardinalfish,Apogonidae,
TWA,1052,Paleback Goby,Gobulus myersi,gobulus myersi,Goby,Gobiidae,
TWA,0330,Palehead Blenny,Labrisomus gobio,labrisomus gobio,Blenny - Labrisomids,Labrisomidae,
TWA,1071,Palette Surgeonfish (exotic),Paracanthurus hepatus,paracanthurus hepatus,Surgeonfish,Acanthuridae,
TWA,0086,Pallid Goby,Coryphopterus eidolon,coryphopterus eidolon,Goby,Gobiidae,
TWA,0138,Palometa,Trachinotus goodei,trachinotus goodei,Jack,Carangidae,
TWA,0307,Pancake Batfish,Halieutichthys aculeatus,halieutichthys aculeatus,Batfish,Ogcocephalidae,
TWA,0891,Panther Grouper (exotic),Cromileptes altivelis,cromileptes altivelis,Seabass,Serranidae,
TWA,0364,Papillate Clingfish,Acyrtus artius,acyrtus artius,Clingfish,Gobiesocidae,
TWA,0331,Papillose Blenny,Acanthemblemaria chaplini,acanthemblemaria chaplini,"Blenny - Pike, tube, and flag",Chaenopsidae,
TWA,0895,Patch-Reef Goby (part of Bridled Goby Complex),Coryphopterus tortugae,coryphopterus tortugae,Goby,Gobiidae,
TWA,0075,Peacock Flounder,Bothus lunatus,bothus lunatus,Flounder,Bothidae,
TWA,0860,Peacock Grouper (exotic),Cephalopholis argus,cephalopholis argus,Seabass,Serranidae,
TWA,0313,Pearl Blenny,Entomacrodus nigricans,entomacrodus nigricans,Blenny - Combtooth,Blenniidae,
TWA,0590,Pearlfish,Carapus bermudensis,carapus bermudensis,Carapuds,Carapidae,
TWA,0174,Pearly Razorfish,Xyrichtys novacula,xyrichtys novacula,Wrasse,Labridae,
TWA,0794,Pennant Coralfish,Heniochus acuminatus,heniochus acuminatus,Butterflyfish,Chaetodontidae,
TWA,0183,Peppermint Basslet,Liopropoma rubre,liopropoma rubre,Basslet / Seabass,Liopropomatinae,
TWA,0087,Peppermint Goby,Coryphopterus lipernes,coryphopterus lipernes,Goby,Gobiidae,
TWA,0139,Permit,Trachinotus falcatus,trachinotus falcatus,Jack,Carangidae,
TWA,0447,Pigfish,Orthopristis chrysoptera,orthopristis chrysoptera,Grunt,Haemulidae,
TWA,0458,Pilot Fish,Naucrates ductor,naucrates ductor,Jack,Carangidae,
TWA,0498,Pinfish,Lagodon rhomboides,lagodon rhomboides,Porgy,Sparidae,
TWA,0493,Pipehorse,Amphelikturus dendriticus,amphelikturus dendriticus,Pipefish and Seahorse,Syngnathidae,
TWA,0332,Pirate Blenny,Emblemaria piratula,emblemaria piratula,"Blenny - Pike, tube, and flag",Chaenopsidae,
TWA,0393,Planehead Filefish,Stephanolepis hispida,stephanolepis hispida,Filefish,Monacanthidae,
TWA,0159,Pluma,Calamus pennatula,calamus pennatula,Porgy,Sparidae,
TWA,0176,Plumed Scorpionfish,Scorpaena grandicornis,scorpaena grandicornis,Scorpionfish,Scorpaenidae,
TWA,0308,Polka-dot Batfish,Ogcocephalus cubifrons,ogcocephalus cubifrons,Batfish,Ogcocephalidae,
TWA,0706,Pollock,Pollachius virens,pollachius virens,Cod,Gadidae,
TWA,0374,Pompano Dolphin,Coryphaena equisietis,coryphaena equisietis,Dolphinfish,Coryphaenidae,
TWA,0166,Porcupinefish,Diodon hystrix,diodon hystrix,Porcupinefish,Diodontidae,
TWA,0111,Porkfish,Anisotremus virginicus,anisotremus virginicus,Grunt,Haemulidae,
TWA,0149,Princess Parrotfish,Scarus taeniopterus,scarus taeniopterus,Parrotfish,Scaridae,
TWA,0216,Puddingwife,Halichoeres radiatus,halichoeres radiatus,Wrasse,Labridae,
TWA,0333,Puffcheek Blenny,Labrisomus bucciferus,labrisomus bucciferus,Blenny - Labrisomids,Labrisomidae,
TWA,0645,Pugjaw Wormfish,Cerdale floridana,cerdale floridana,Wormfish,Microdesmidae,
TWA,0870,Pugnose Pipefish,Bryx dunckeri,bryx dunckeri,Pipefish and Seahorse,Syngnathidae,
TWA,0044,Purple Reeffish,Chromis scotti,chromis scotti,Damselfish,Pomacentridae,
TWA,0064,Purplemouth Moray,Gymnothorax vicinus,gymnothorax vicinus,Moray,Muraenidae,
TWA,0394,Pygmy Filefish,Stephanolepis setifer,stephanolepis setifer,Filefish,Monacanthidae,
TWA,0786,Pygmy Goby,Lythrypnus minimus,lythrypnus minimus,Goby,Gobiidae,
TWA,0537,Pygmy Sea Bass,Serraniculus pumilio,serraniculus pumilio,Seabass,Serranidae,
TWA,0005,Queen Angelfish,Holacanthus ciliaris,holacanthus ciliaris,Angelfish,Pomacanthidae,
TWA,0150,Queen Parrotfish,Scarus vetula,scarus vetula,Parrotfish,Scaridae,
TWA,0210,Queen Triggerfish,Balistes vetula,balistes vetula,Triggerfish,Balistidae,
TWA,0903,Querimana Silverside,Melanorhinus microps,melanorhinus microps,Neotropical Silversides,Atherinopsidae,
TWA,0334,Quillfin Blenny,Gobioclinus filamentosus,gobioclinus filamentosus,Blenny - Labrisomids,Labrisomidae,
TWA,0640,Racoon Butterflyfish (Exotic),Chaetodon lunula,chaetodon lunula,Butterflyfish,Chaetodontidae,
TWA,0720,Radiated Shanny,Ulvaria subbifurcata,ulvaria subbifurcata,Prickleback,Stichaeidae,
TWA,0151,Rainbow Parrotfish,Scarus guacamaia,scarus guacamaia,Parrotfish,Scaridae,
TWA,0140,Rainbow Runner,Elagatis bipinnulata,elagatis bipinnulata,Jack,Carangidae,
TWA,0745,Rainbow Smelt,Osmerus mordax,osmerus mordax,Smelt,Osmeridae,
TWA,0217,Rainbow Wrasse,Halichoeres pictus,halichoeres pictus,Wrasse,Labridae,
TWA,0872,Rainwater Killifish,Lucania parva,lucania parva,Topminnows and Killifishes,Fundulidae,
TWA,1120,Randall's Soapfish,Rypticus randalli,rypticus randalli,Soapfishes,Grammistidae,
TWA,0796,Red Barbier,Hemanthias vivanus,hemanthias vivanus,Seabass,Serranidae,
TWA,0365,Red Clingfish,Acyrtus rubiginosus,acyrtus rubiginosus,Clingfish,Gobiesocidae,
TWA,0371,Red Cornetfish,Fistularia petimba,fistularia petimba,Cornetfish,Fistulariidae,
TWA,0610,Red Drum,Sciaenops ocellatus,sciaenops ocellatus,Drum,Sciaenidae,
TWA,0414,Red Goatfish,Mullus auratus,mullus auratus,Goatfish,Mullidae,
TWA,0098,Red Grouper,Epinephelus morio,epinephelus morio,Seabass,Serranidae,
TWA,0707,Red Hake,Urophycis chuss,urophycis chuss,Cod,Gadidae,
TWA,0099,Red Hind,Epinephelus guttatus,epinephelus guttatus,Seabass,Serranidae,
TWA,0683,Red Lionfish (exotic),Pterois volitans,pterois volitans,Scorpionfish,Scorpaenidae,
TWA,0471,Red Lizardfish,Synodus synodus,synodus synodus,Lizardfish,Synodontidae,
TWA,0499,Red Porgy,Pagrus pagrus,pagrus pagrus,Porgy,Sparidae,
TWA,0562,Red Snapper,Lutjanus campechanus,lutjanus campechanus,Snapper,Lutjanidae,
TWA,0905,Red Squirrelfish,Sargocentron hastatum,sargocentron hastatum,Squirrelfish,Holocentridae,
TWA,0152,Redband Parrotfish,Sparisoma aurofrenatum,sparisoma aurofrenatum,Parrotfish,Scaridae,
TWA,0885,Redcheek Goby,Tigrigobius rubrigenis,tigrigobius rubrigenis,Goby,Gobiidae,
TWA,0623,Redear Sardine (Redear Herring),Harengula humeralis,harengula humeralis,"Silvery Fishes - Silversides, Herrings, and Anchovies","Atherinidae, Clupeidae, and Engraulidae",
TWA,0814,Redeye (aka Gray) Parrotfish,Sparisoma axillare,sparisoma axillare,Parrotfish,Scaridae,
TWA,1010,Redeye Mullet,Mugil rubrioculus,mugil rubrioculus,Mullet,Mugilidae,
TWA,0576,Redface Moray,Monopenchelys acuta,monopenchelys acuta,Moray,Muraenidae,
TWA,0486,Redfin Needlefish,Strongylura notata notata,strongylura notata,Needlefish,Belonidae,
TWA,0017,Redlip Blenny,Ophioblennius macclurei,ophioblennius macclurei,Blenny - Combtooth,Blenniidae,
TWA,1018,Redlip Blenny (Brazil),Ophioblennius trinitatis,ophioblennius trinitatis,Blenny - Combtooth,Blenniidae,
TWA,0226,Redspotted Hawkfish,Amblycirrhitus pinos,amblycirrhitus pinos,Hawkfish,Cirrhitidae,
TWA,0154,Redtail Parrotfish,Sparisoma chrysopterum,sparisoma chrysopterum,Parrotfish,Scaridae,
TWA,0459,Redtail Scad,Decapterus tabl,decapterus tabl,Jack,Carangidae,
TWA,1087,Redtooth Triggerfish (non-native),Odonus niger,odonus niger,Triggerfish,Balistidae,
TWA,0538,Reef Bass,Pseudogramma gregoryi,pseudogramma gregoryi,Seabass,Serranidae,
TWA,0033,Reef Butterflyfish,Chaetodon sedentarius,chaetodon sedentarius,Butterflyfish,Chaetodontidae,
TWA,0058,Reef Croaker,Odontoscion dentex,odontoscion dentex,Drum,Sciaenidae,
TWA,0797,Reef Parrotfish,Sparisoma amplum,sparisoma amplum,Parrotfish,Scaridae,
TWA,0177,Reef Scorpionfish,Scorpaenodes caribbaeus,scorpaenodes caribbaeus,Scorpionfish,Scorpaenidae,
TWA,0188,Reef Shark (Caribbean),Carcharhinus perezii,carcharhinus perezii,Requiem Shark,Carcharhinidae,
TWA,0202,Reef Squirrelfish,Holocentrus coruscus,holocentrus coruscus,Squirrelfish,Holocentridae,
TWA,0784,Reef-cave Brotula,Grammonus claudei,grammonus claudei,Viviparous Brotula,Bythitidae,
TWA,0964,Regal Demoiselle (Exotic),Neopomacentrus cyanomos,neopomacentrus cyanomos,Damselfish,Pomacentridae,
TWA,0604,Remora,Remora remora,remora remora,Remora,Echeneidae,
TWA,0665,Resh Pikeblenny,Chaenopsis resh,chaenopsis resh,"Blenny - Pike, tube, and flag",Chaenopsidae,
TWA,0385,Reticulate Moray,Muraena retifera,muraena retifera,Moray,Muraenidae,
TWA,0780,Ribbon Blenny,Emblemaria vitta,emblemaria vitta,"Blenny - Pike, tube, and flag",Chaenopsidae,
TWA,0869,Ridgefin Eel,Callechelys springeri,callechelys springeri,Snake Eel,Ophichthidae,
TWA,0335,Ringed Shy Blenny Complex,Starksia hassi complex,starksia hassi,Blenny - Labrisomids,Labrisomidae,
TWA,0981,Ringneck Blenny (aka Variable Blenny),Parablennius pilicornis,parablennius pilicornis,Blenny - Combtooth,Blenniidae,
TWA,0812,Rocas Gregory,Stegastes rocasensis,stegastes rocasensis,Damselfish,Pomacentridae,
TWA,0006,Rock Beauty,Holacanthus tricolor,holacanthus tricolor,Angelfish,Pomacanthidae,
TWA,0721,Rock Gunnel,Pholis gunnellus,pholis gunnellus,Gunnel,Pholidae,
TWA,0100,Rock Hind,Epinephelus adscensionis,epinephelus adscensionis,Seabass,Serranidae,
TWA,0624,Rock Sea Bass,Centropristis philadelphica,centropristis philadelphica,Seabass,Serranidae,
TWA,0428,Rockcut Goby,Gobiosoma grosvenori,gobiosoma grosvenori,Goby,Gobiidae,
TWA,1020,Rockpool Blenny,Entomacrodus vomerinus,entomacrodus vomerinus,Blenny - Combtooth,Blenniidae,
TWA,0018,Rosy Blenny,Malacoctenus macropus,malacoctenus macropus,Blenny - Labrisomids,Labrisomidae,
TWA,0175,Rosy Razorfish,Xyrichtys martinicensis,xyrichtys martinicensis,Wrasse,Labridae,
TWA,0460,Rough Scad,Trachurus lathami,trachurus lathami,Jack,Carangidae,
TWA,0586,Rough Triggerfish,Canthidermis maculatus,canthidermis maculatus,Triggerfish,Balistidae,
TWA,0306,Roughback Batfish,Ogcocephalus parvus,ogcocephalus parvus,Batfish,Ogcocephalidae,
TWA,0336,Roughhead Blenny,Acanthemblemaria aspera,acanthemblemaria aspera,"Blenny - Pike, tube, and flag",Chaenopsidae,
TWA,0346,Roughhead Triplefin,Enneanectes boehlkei,enneanectes boehlkei,Triplefin (Blenny),Tripterygiidae,
TWA,0359,Roughlip Cardinalfish,Apogon robinsi,apogon robinsi,Cardinalfish,Apogonidae,
TWA,0520,Roughtail Stingray,Dasyatis centroura,dasyatis centroura,Stingray,Dasyatidae,
TWA,0859,Roughtongued Bass,Pronotogrammus martinicensis,pronotogrammus martinicensis,Seabass,Serranidae,
TWA,0461,Round Scad,Decapterus punctatus,decapterus punctatus,Jack,Carangidae,
TWA,0893,Roundel Skate,Raja texana,raja texana,Skate,Rajidae,
TWA,0429,Rusty Goby,Priolepis hipoliti,priolepis hipoliti,Goby,Gobiidae,
TWA,0788,Saddle Bass,Serranus notospilus,serranus notospilus,Seabass,Serranidae,
TWA,1004,Saddle Squirrelfish,Sargocentron poco,sargocentron poco,Squirrelfish,Holocentridae,
TWA,0570,Saddle Stargazer,Gillellus rubrocinctus,gillellus rubrocinctus,Sand Stargazers,Dactyloscopidae,
TWA,0019,Saddled Blenny,Malacoctenus triangulatus,malacoctenus triangulatus,Blenny - Labrisomids,Labrisomidae,
TWA,1017,Saddled Blenny Brazilian Complex,Malacoctenus aff triangulatus species (Brazil),malacoctenus aff,Blenny - Labrisomids,Labrisomidae,
TWA,0686,Saddled Parrotfish,Sparisoma frondosum,sparisoma frondosum,Parrotfish,Scaridae,
TWA,0020,Sailfin Blenny,Emblemaria pandionis,emblemaria pandionis,"Blenny - Pike, tube, and flag",Chaenopsidae,
TWA,0837,Sailfin Molly,Poecilia latipinna,poecilia latipinna,Mosquitofish,Poeciliidae,
TWA,0650,Sailfin tang (exotic),Zebrasoma veliferum,zebrasoma veliferum,Surgeonfish,Acanthuridae,
TWA,0805,Sailfish,Istiophorus platypterus,istiophorus platypterus,Billfishes,Istiophoridae,
TWA,0112,Sailors Choice,Haemulon parra,haemulon parra,Grunt,Haemulidae,
TWA,0230,Sand Diver,Synodus intermedius,synodus intermedius,Lizardfish,Synodontidae,
TWA,0377,Sand Drum,Umbrina coroides,umbrina coroides,Drum,Sciaenidae,
TWA,0184,Sand Perch,Diplectrum formosum,diplectrum formosum,Seabass,Serranidae,
TWA,0571,Sand Stargazer,Dactyloscopus tridigitatus,dactyloscopus tridigitatus,Sand Stargazers,Dactyloscopidae,
TWA,0644,Sand Tiger,Carcharias taurus,carcharias taurus,Sand Tiger (shark),Odontaspididae,
TWA,0238,Sand Tilefish,Malacanthus plumieri,malacanthus plumieri,Tilefish,Malacanthidae,
TWA,0936,Sand-Canyon Goby (part of Bridled Goby Complex),Coryphopterus venezuelae (was C. bol),coryphopterus venezuelae,Goby,Gobiidae,
TWA,0556,Sandbar Shark,Carcharhinus plumbeus,carcharhinus plumbeus,Requiem Shark,Carcharhinidae,
TWA,0581,Sapo,Batrachoides surinamensis,batrachoides surinamensis,Toadfish,Batrachoididae,
TWA,0663,Sapo Bocon,Amphichthys cryptocentrus,amphichthys cryptocentrus,Toadfish,Batrachoididae,
TWA,0664,Sapo Cano,Thalassophryne maculosa,thalassophryne maculosa,Toadfish,Batrachoididae,
TWA,0494,Sargassum Pipefish,Syngnathus pelagicus,syngnathus pelagicus,Pipefish and Seahorse,Syngnathidae,
TWA,0211,Sargassum Triggerfish,Xanthichthys ringens,xanthichthys ringens,Triggerfish,Balistidae,
TWA,0410,Sargassumfish,Histrio histrio,histrio histrio,Frogfish,Antennariidae,
TWA,0160,Saucereye Porgy,Calamus calamus,calamus calamus,Porgy,Sparidae,
TWA,0360,Sawcheek Cardinalfish,Apogon quadrisquamatus,apogon quadrisquamatus,Cardinalfish,Apogonidae,
TWA,0611,Scaled Sardine,Harengula jaguana,harengula jaguana,"Silvery Fishes - Silversides, Herrings, and Anchovies","Atherinidae, Clupeidae, and Engraulidae",
TWA,0549,Scalloped Hammerhead,Sphyrna lewini,sphyrna lewini,Hammerhead Shark,Sphyrnidae,
TWA,0101,Scamp,Mycteroperca phenax,mycteroperca phenax,Seabass,Serranidae,
TWA,0539,School Bass,Schultzea beta,schultzea beta,Seabass,Serranidae,
TWA,0196,Schoolmaster,Lutjanus apodus,lutjanus apodus,Snapper,Lutjanidae,
TWA,0026,Scrawled Cowfish,Acanthostracion quadricornis,acanthostracion quadricornis,Boxfish,Ostraciidae,
TWA,0070,Scrawled Filefish,Aluterus scriptus,aluterus scriptus,Filefish,Monacanthidae,
TWA,0591,Scrawled Sole,Trinectes inscriptus,trinectes inscriptus,Sole,Soleidae,
TWA,0620,Scup,Stenotomus chrysops,stenotomus chrysops,Porgy,Sparidae,
TWA,0500,Sea Bream,Archosargus rhomboidalis,archosargus rhomboidalis,Porgy,Sparidae,
TWA,0750,Sea Raven,Hemitripterus americanus,hemitripterus americanus,Sculpin,Cottidae,
TWA,0021,Seaweed Blenny,Parablennius marmoreus,parablennius marmoreus,Blenny - Combtooth,Blenniidae,
TWA,0934,Secretary Blenny,Acanthemblemaria maria,acanthemblemaria maria,"Blenny - Pike, tube, and flag",Chaenopsidae,
TWA,0430,Seminole Goby,Microgobius carri,microgobius carri,Goby,Gobiidae,
TWA,0052,Sergeant Major,Abudefduf saxatilis,abudefduf saxatilis,Damselfish,Pomacentridae,
TWA,1070,Sharknose / Cleaning Goby Complex Bahamas TCI,Elacatinus evelynae / Elacatinus genie complex,elacatinus evelynae,Goby,Gobiidae,
TWA,0231,Sharksucker,Echeneis naucrates,echeneis naucrates,Remora,Echeneidae,
TWA,0167,Sharpnose Puffer,Canthigaster rostrata,canthigaster rostrata,Puffer,Tetraodontidae,
TWA,0065,Sharptail Eel,Myrichthys breviceps,myrichthys breviceps,Snake Eel,Ophichthidae,
TWA,0161,Sheepshead,Archosargus probatocephalus,archosargus probatocephalus,Porgy,Sparidae,
TWA,0740,Sheepshead Minnow,Cyprinodon variegatus,cyprinodon variegatus,Killifish,Cyprinodontidae,
TWA,0162,Sheepshead Porgy,Calamus penna,calamus penna,Porgy,Sparidae,
TWA,0910,Shelf Flounder,Etropus cyclosquamus,etropus cyclosquamus,Sand Flounder,Paralichthyidae,
TWA,1105,Shoal Flounder,Syacium gunteri,syacium gunteri,Flounder,Bothidae,
TWA,0310,Short Bigeye,Pristigenys alta,pristigenys alta,Bigeye,Priacanthidae,
TWA,0495,Shortfin Pipefish,Cosmocampus elucens,cosmocampus elucens,Pipefish and Seahorse,Syngnathidae,
TWA,0573,Shortfin Sweeper,Pempheris poeyi,pempheris poeyi,Sweeper,Pempheridae,
TWA,0751,Shorthorn Sculpin,Myoxocephalus scorpius,myoxocephalus scorpius,Sculpin,Cottidae,
TWA,0309,Shortnose Batfish,Ogcocephalus nasutus,ogcocephalus nasutus,Batfish,Ogcocephalidae,
TWA,1083,Shortspine (Red Banner) Blenny,Emblemariopsis dianae,emblemariopsis dianae,"Blenny - Pike, tube, and flag",Chaenopsidae,
TWA,0088,Shortstripe Goby,Elacatinus chancei,elacatinus chancei,Goby,Gobiidae,
TWA,0698,Shorttail Snake Eel,Callechelys guineensis,callechelys guineensis,Snake Eel,Ophichthidae,
TWA,0399,Shrimp Flounder,Gastropsetta frontalis,gastropsetta frontalis,Flounder,Bothidae,
TWA,0125,Shy Hamlet,Hypoplectrus guttavarius,hypoplectrus guttavarius,Seabass,Serranidae,
TWA,0606,Sicklefin Devil Ray (aka Greater Devil Ray),Mobula tarapacana,mobula tarapacana,Manta,Mobulidae,
TWA,0799,Silk Snapper,Lutjanus vivanus,lutjanus vivanus,Snapper,Lutjanidae,
TWA,0558,Silky Shark,Carcharhinus falciformis,carcharhinus falciformis,Requiem Shark,Carcharhinidae,
TWA,0708,Silver Hake,Merluccius bilinearis,merluccius bilinearis,Cod,Gadidae,
TWA,0478,Silver Jenny,Eucinostomus gula,eucinostomus gula,Mojarra,Gerreidae,
TWA,0742,Silver Perch,Bairdiella chrysoura,bairdiella chrysoura,Drum,Sciaenidae,
TWA,0502,Silver Porgy,Diplodus caudimacula,diplodus caudimacula,Porgy,Sparidae,
TWA,1097,Skilletfish,Gobiesox strumosus,gobiesox strumosus,Clingfish,Gobiesocidae,
TWA,0642,Skipjack Tuna,Katsuwonus pelamis,katsuwonus pelamis,Mackerel,Scombridae,
TWA,0432,Slaty Goby,Elacatinus tenox,elacatinus tenox,Goby,Gobiidae,
TWA,0071,Slender Filefish,Monacanthus tuckeri,monacanthus tuckeri,Filefish,Monacanthidae,
TWA,0479,Slender Mojarra,Eucinostomus jonesii,eucinostomus jonesii,Mojarra,Gerreidae,
TWA,0218,Slippery Dick,Halichoeres bivittatus,halichoeres bivittatus,Wrasse,Labridae,
TWA,0945,Slope Soapfish,Rypticus carpenteri,rypticus carpenteri,Soapfishes,Grammistidae,
TWA,0113,Smallmouth Grunt,Haemulon chrysargyreum,haemulon chrysargyreum,Grunt,Haemulidae,
TWA,0516,Smalltooth Sawfish,Pristis pectinata,pristis pectinata,Sawfish,Pristidae,
TWA,0521,Smooth Butterfly Ray,Gymnura micrura,gymnura micrura,Stingray,Dasyatidae,
TWA,0889,Smooth clingfish,Gobiesox nudus,gobiesox nudus,Clingfish,Gobiesocidae,
TWA,0772,Smooth Flounder,Pleuronectes putnami,pleuronectes putnami,Flounder (Right-Eye),Pleuronectidae,
TWA,0550,Smooth Hammerhead,Sphyrna zygaena,sphyrna zygaena,Hammerhead Shark,Sphyrnidae,
TWA,1101,Smoothcheek Scorpionfish,Scorpaena isthmensis,scorpaena isthmensis,Scorpionfish,Scorpaenidae,
TWA,0647,Smootheye Shy Blenny Complex,Starksia atlantica complex,starksia atlantica,Blenny - Labrisomids,Labrisomidae,
TWA,1067,Smoothhead Glass Blenny (pka Blackhead Blenny),Emblemariopsis bahamensis,emblemariopsis bahamensis,"Blenny - Pike, tube, and flag",Chaenopsidae,
TWA,1146,Smoothhead Scorpionfish,Scorpaena calcarata,scorpaena calcarata,Scorpionfish,Scorpaenidae,
TWA,0722,Snakeblenny,Lumpenus lumpretaeformis,lumpenus lumpretaeformis,Prickleback,Stichaeidae,
TWA,0472,Snakefish,Trachinocephalus myops,trachinocephalus myops,Lizardfish,Synodontidae,
TWA,0540,Snow Bass,Serranus chionaraia,serranus chionaraia,Seabass,Serranidae,
TWA,0779,Snowy Grouper,Hyporthodus niveatus,hyporthodus niveatus,Seabass,Serranidae,
TWA,0823,Social Wrasse,Halichoeres socialis,halichoeres socialis,Wrasse,Labridae,
TWA,0770,Sohal Surgeonfish (exotic),Acanthurus sohal,acanthurus sohal,Surgeonfish,Acanthuridae,
TWA,0970,Sooty Eel,Bascanichthys bascanium,bascanichthys bascanium,Snake Eel,Ophichthidae,
TWA,0634,Southern Flounder,Paralichthys lethostigma,paralichthys lethostigma,Flounder,Bothidae,
TWA,0513,Southern Guitarfish,Rhinobatos percellens,rhinobatos percellens,Guitarfish,Rhinobatidae,
TWA,0369,Southern Hake,Urophycis floridana,urophycis floridana,Cod,Gadidae,
TWA,1138,Southern Ladyfish,Elops smithi,elops smithi,Tarpon,Elopidae,
TWA,0507,Southern Puffer,Sphoeroides nephelus,sphoeroides nephelus,Puffer,Tetraodontidae,
